Reporting Railroad Code,Reporting Railroad Name,Year,Accident Number,PDF Link,Accident Year,Accident Month,Other Railroad Code,Other Railroad Name,Other Accident Number,Other Accident Year,Other Accident Month,Maintenance Railroad Code,Maintenance Railroad Name,Maintenance Accident Number,Maintenance Accident Year,Maintenance Accident Month,Grade Crossing ID,Day,Date,Time,Accident Type Code,Accident Type,Hazmat Cars,Hazmat Cars Damaged,Hazmat Released Cars,Persons Evacuated,Subdivision,Division Code,Division,Station,Milepost,State Code,State Abbreviation,State Name,County Code,County Name,District,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Track Type Code,Track Type,Track Name,Track Class,Track Density,Train Direction Code,Train Direction,Equipment Type Code,Equipment Type,Equipment Attended,Train Number,Train Speed,Recorded Estimated Speed,Maximum Speed,Gross Tonnage,Signalization Code,Signalization,Method Of Operation Code,Method Of Operation,Adjunct Code 1,Adjunct Name 1,Adjunct Code 2,Adjunct Name 2,Adjunct Code 3,Adjunct Name 3,Remote Control Locomotive Code,Remote Control Locomotive,First Car Initials,First Car Number,First Car Position,First Car Loaded,Causing Car Initials,Causing Car Number,Causing Car Position,Causing Car Loaded,Positive Alcohol Tests,Positive Drug Tests,Passengers Transported,Head End Locomotives,Mid Train Manual Locomotives,Mid Train Remote Locomotives,Rear End Manual Locomotives,Rear End Remote Locomotives,Derailed Head End Locomotives,Derailed Mid Train Manual Locomotives,Derailed Mid Train Remote Locomotives,Derailed Rear End Manual Locomotives,Derailed Rear End Remote Locomotives,Loaded Freight Cars,Loaded Passenger Cars,Empty Freight Cars,Empty Passenger Cars,Cabooses,Derailed Loaded Freight Cars,Derailed Loaded Passenger Cars,Derailed Empty Freight Cars,Derailed Empty Passenger Cars,Derailed Cabooses,Equipment Damage Cost,Track Damage Cost,Total Damage Cost,Primary Accident Cause Code,Primary Accident Cause,Contributing Accident Cause Code,Contributing Accident Cause,Accident Cause Code,Accident Cause,Engineers On Duty,Firemen On Duty,Conductors On Duty,Brakemen On Duty,Hours Engineers On Duty,Minutes Engineers On Duty,Hours Conductors On Duty,Minutes Conductors On Duty,Railroad Employees Killed,Railroad Employees Injured,Passengers Killed,Passengers Injured,Others Killed,Others Injured,Reporting Railroad Fatalities for 55a,Reporting Railroad Injuries for 55a,Total Persons Killed,Total Persons Injured,Total Killed Form 54,Total Injured Form 54,Special Study 1,Special Study 2,Latitude,Longitude,Narrative,Joint Track Type,Joint Track Class,Class Code,Class,Joint CD,Incident Key,Report Key,Reporting Railroad Company Grouping,Reporting Railroad Class,Reporting Railroad SMT Grouping,Reporting Parent Railroad Code,Reporting Parent Railroad Name,Reporting Railroad Holding Company,Other Railroad Company Grouping,Other Railroad Class,Other Railroad SMT Grouping,Other Parent Railroad Code,Other Parent Railroad Name,Other Railroad Holding Company,Maintenance Railroad Company Grouping,Maintenance Railroad Class,Maintenance Railroad SMT Grouping,Maintenance Parent Railroad Code,Maintenance Parent Railroad Name,Maintenance Railroad Holding Company,Location
NICD,Northern Indiana Commuter Transportation District,2011,N1100017,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NICDN110001720110818,11,08,,,,,,NICD,Northern Indiana Commuter Transportation District,N1100017,11,08,,18,08/18/2011 12:00:00 AM,11:00 AM,01,Derailment,0,0,0,0,SYSTEM,,,MICHIGAN CITY,32.0,18,IN,INDIANA,091,LA PORTE,4,86.0,2,Day,1,Clear,2,Yard,LEAD TRACK,1,,3,East,8,Light loco(s),Yes,GMTX,005,Estimated,005,0,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,GMTX,002171,001,No,,,000,,0,0,No,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12795,5061,17856,H516,Failure to properly cut-in brake valves on locomotives (H007),H995,Human Factor - motive power and equipment,H516,Failure to properly cut-in brake valves on locomotives (H007),1,,,,4,30,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,41.715004,-86.86103,OPERATOR COULD NOT STOP LOCOMOTIVE AND IT TRAVELED THROUGH THE BUMPING POST AND OFF THE END OF THE TRACK.  CREW FAILED TO DO ANY TYPE OF SET AND RELEASE BRAKE TEST PRIOR TO MOVING.,Yard,1,No,No,1,NICDN1100017201108,NICDN1100017201108,Passenger (Formerly Commuter),,SMT-4 - CPKC/CP/CN/CCD,NICD,Northern Indiana Commuter Transportation District,Not Assigned,,,,,,,Passenger (Formerly Commuter),,SMT-4 - CPKC/CP/CN/CCD,NICD,Northern Indiana Commuter Transportation District,Not Assigned,POINT (-86.86103 41.715004)
NS,Norfolk Southern Railway Company,2012,097789,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS09778920120125,12,01,,,,,,NS,Norfolk Southern Railway Company,097789,12,01,,25,01/25/2012 12:00:00 AM,1:15 AM,05,Raking collision,0,0,0,0,DEARBORN,,,ELKHART,CD422.,18,IN,INDIANA,039,ELKHART,4,30.0,4,Dark,1,Clear,2,Yard,PIG TAIL TRK,1,0000,4,West,4,Work train,Yes,BE66,005,Estimated,005,5110,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,0,Not a remotely controlled operation,NATX,250259,037,No,,,000,,,,No,1,0,0,0,0,0,0,0,0,0,1,0,37,0,0,0,0,2,0,0,34970,0,35170,H599,Other causes relating to train handling or makeup (Provide detailed description in narrative),,,H599,Other causes relating to train handling or makeup (Provide detailed description in narrative),1,0,1,0,2,15,2,15,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,41.677526,-85.978166999999999,BE44 PULLING 13 CARS OUT OF RP01 TOWARDS THE PIG TAIL TRACK WHILE ATTEMPTING TO STOP THE MOVE NS 7118 WAS UNABLE TO STOP THE CUT CAUSING THE 7118 TO HAVE A RAKING COLLISION WITH THE BE66 ( DERAILING TWO CARS) PULLING ON NORTH DRILL.,Yard,1,1,1,1,NS097789201201,NS097789201201,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-85.978167 41.677526)
NS,Norfolk Southern Railway Company,2014,111841,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS11184120140819,14,08,,,,,,NS,Norfolk Southern Railway Company,111841,14,08,,19,08/19/2014 12:00:00 AM,9:00 PM,01,Derailment,0,0,0,0,ILLINOIS,,,DAYTON,SP252.,18,IN,INDIANA,157,TIPPECANOE,4,72.0,4,Dark,2,Cloudy,2,Yard,A YARD LEAD,1,0000,3,East,7,Yard/switching,Yes,DL24,010,Recorded,010,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,0,Not a remotely controlled operation,STLX,005215,013,Yes,,,000,,,,No,2,0,0,0,0,0,0,0,0,0,33,0,1,0,0,5,0,1,0,0,97150,6615,103765,T207,Broken Rail - Detail fracture from shelling or head check  [Desc.Changed-Refer to Current/Prev.Guide,,,T207,Broken Rail - Detail fracture from shelling or head check  [Desc.Changed-Refer to Current/Prev.Guide,1,0,1,0,5,15,5,15,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,40.374001,-86.814936000000003,"DL24 PULLING EASTWARD IN ""A"" YARD LEAD WITH 33 X 1 DERAILED 11TH THROUGH 16TH HEAD CARS",Yard,1,1,1,1,NS111841201408,NS111841201408,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-86.814936 40.374001)
NS,Norfolk Southern Railway Company,2012,101506,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS10150620120922,12,09,,,,,,NS,Norfolk Southern Railway Company,101506,12,09,,22,09/22/2012 12:00:00 AM,9:15 AM,09,Obstruction,0,0,0,0,LAKE,,,KNOX,S453.0,18,IN,INDIANA,149,STARKE,4,56.0,2,Day,3,Rain,1,Main,SINGLE MAIN TRACK,4,0152,4,West,1,Freight Train,Yes,233L,012,Recorded,012,27,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0,Not a remotely controlled operation,NS,990000,001,No,,,000,,,,No,3,0,0,0,0,0,0,0,0,0,44,0,1,0,0,0,0,0,0,0,0,0,20000,H402,"Motor car or on-track equipment rules, failure to comply",,,H402,"Motor car or on-track equipment rules, failure to comply",1,0,1,0,5,50,5,50,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,41.307550999999997,-86.644250999999997,"233=3'30' TRAIN 233L420 WITH 3 LOCOMTIVES, 44 LOADS, AND 8206 TONS MOVING WEST ON CHICAGO DISTRICT STRUCK HI RAIL VEHICLE #310321 ON MAIN ONE IN VIOLATION OF TRACK AUTHORITY.",Main,4,1,1,1,NS101506201209,NS101506201209,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-86.644251 41.307551)
NS,Norfolk Southern Railway Company,2013,104652,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS10465220130513,13,05,,,,,,NS,Norfolk Southern Railway Company,104652,13,05,,13,05/13/2013 12:00:00 AM,1:05 PM,03,Rear end collision,0,0,0,0,LAKE,,,MUNCIE,SP172.,18,IN,INDIANA,035,DELAWARE,4,56.0,2,Day,1,Clear,1,Main,SINGLE MAIN TRACK,4,0277,4,West,A,Spec. MoW Equip.,Yes,NOTR,003,Estimated,003,0,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0,Not a remotely controlled operation,BR,000400,001,No,,,000,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13250,0,13750,H997,Motor car or other on-track equipment rules (other than main track authority) - Failure to Comply.,,,H997,Motor car or other on-track equipment rules (other than main track authority) - Failure to Comply.,1,0,0,0,6,10,,,0,1,0,0,0,0,0,1,0,1,0,1,CWR,,40.196599999999997,-85.388414999999995,MACHINE OPERATOR OPERATING KERSHAW REGULATOR (BR04009BX) ON A TRACK AUTHORITY COLLIDED WITH ET1100SJ4J.,Main,4,1,1,1,NS104652201305,NS104652201305,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-85.388415 40.1966)
WC,WISCONSIN CENTRAL LTD.,2021,1078093,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=WC107809320210726,21,07,,,,,,WC,WISCONSIN CENTRAL LTD.,1078093,21,07,,26,07/26/2021 12:00:00 AM,10:15 PM,12,Other impacts,0,0,0,0,MATTESON,,,GARY,46,18,IN,INDIANA,089,LAKE,4,67.0,4,Dark,1,Clear,2,Yard,KC43,1,,4,West,5,Single Car,Yes,YKPH,005,Estimated,005,31,2,Not Signaled,,Other Than Main Track,,,,,,,1,Remote control portable transmitter,WC,027893,001,No,,,000,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,34,0,51820,M599,Other miscellaneous causes (Provide detailed description in narrative),,,M599,Other miscellaneous causes (Provide detailed description in narrative),1,0,0,0,3,15,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.629747999999999,-87.405986999999996,"THE 1700 PULLDOWN WAS COUPLING KC45 TOWARDS THE A49791-27 BUILD WHEN THE ENGINEER STATED HE HEARD SOMETHING UNUSUAL WHEN SHOVING BACK WHILE COUPLING KC45. HE BROUGHT THE MOVEMENT TO A STOP AND NOTICEDTHE PUNCH OUT FROM KC43 HAD SIDE SWIPED THE SOUTH SIDE OF THEIR TRAIN. ONCE STOPPED, CREW INSPECTEDENGINES THEN WALKED THE FIRST CAR WEST OUT IN KC45 TO FIND THE WEST CAR DERAILED AND SIDE SWIPE DAMAGE. UPON FURTHER INSPECTION, LINES 1-6 AND THEN LINES 11 THROUGH 29 IN KC45 WERE FOUND TO HAVE SIDESWIPE DAMAGE. INVESTIGATION REVEALED CARS WERE HUMPED AT NORMAL SPEED, HOWEVER, KNUCKLES BUTTED ANDCAUSED THE CARS TO PUNCH OUT.",Yard,1,No,No,1,WC1078093202107,WC1078093202107,Switching and Terminal,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,,,,,,,Switching and Terminal,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,POINT (-87.405987 41.629748)
IHB,Indiana Harbor Belt Railroad Company,2016,2209,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=IHB220920160429,16,04,,,,,,IHB,Indiana Harbor Belt Railroad Company,2209,16,04,,29,04/29/2016 12:00:00 AM,11:36 AM,12,Other impacts,7,1,0,0,SYSTEM,,,EAST CHICAGO,2.00,18,IN,INDIANA,089,LAKE,4,50.0,2,Day,2,Cloudy,2,Yard,MA09,1,,2,South,7,Yard/switching,Yes,KG02,004,Estimated,004,1041,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,NAHX,320026,004,Yes,,,000,,,,No,1,0,0,0,0,0,0,0,0,0,23,0,13,0,0,3,0,0,0,0,13476,0,13476,H018,Failure to properly secure hand brake on car(s) (railroad  employee),,,H018,Failure to properly secure hand brake on car(s) (railroad  employee),1,0,1,1,4,21,4,21,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.644067,-87.459181999999998,CREW WAS SWITCHING AT NORTH END TRACK MA08 OF MICHIGAN AVENUE YARD.  SET ONE CAR DOWN THE LEAD AND THEN KICKED THREE MORE CARS ON TOP OF FIRST CAR.  AFTER KICKING LAST CAR CREW STARTED SHOVING TRACK MA09 AND CARS ON LEAD ROLLED BACK INTO MA09. ONE HAZMAT CAR DAMAGED IN TRACK MA09 AFTER LAST CAR OF TRAIN ROLLED BACK CARS ON LEAD.  SEVEN TOTAL CARS CARRYING HAZMAT IN TRACK MA09.,Yard,1,3,3,1,IHB2209201604,IHB2209201604,Shortline,Class 3,SMT-8 - Short Line West,IHB,Indiana Harbor Belt Railroad Company,Not Assigned,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,IHB,Indiana Harbor Belt Railroad Company,Not Assigned,POINT (-87.459182 41.644067)
NICD,Northern Indiana Commuter Transportation District,2018,N1800027,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NICDN180002720181221,18,12,,,,,,NICD,Northern Indiana Commuter Transportation District,N1800027,18,12,,21,12/21/2018 12:00:00 AM,11:40 PM,12,Other impacts,0,0,0,0,SYSTEM,,,EAST CHICAGO,64,18,IN,INDIANA,089,LAKE,4,32.0,4,Dark,1,Clear,1,Main,MAIN,4,3.9,3,East,2,Passenger Train - Pulling,Yes,123,070,Estimated,070,0,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0,Not a remotely controlled operation,NICD,000015,001,Yes,,,000,,0,0,Yes,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,31902,12191,44093,T499,Other way and structure defect (Provide detailed description in narrative),,,T499,Other way and structure defect (Provide detailed description in narrative),1,,1,,7,28,7,28,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.649594,-87.436542000000003,"THE LEAD CAR'S PANTOGRAPH APPARENTLY HOOKED SOMETHING IN THE OVERHEAD WIRE/HARDWARE DAMAGING PANTOGRAPH, STRUCTURAL BEAM AND OVERHEAD WIRE.",Main,4,No,No,1,NICDN1800027201812,NICDN1800027201812,Passenger (Formerly Commuter),,SMT-4 - CPKC/CP/CN/CCD,NICD,Northern Indiana Commuter Transportation District,Not Assigned,,,,,,,Passenger (Formerly Commuter),,SMT-4 - CPKC/CP/CN/CCD,NICD,Northern Indiana Commuter Transportation District,Not Assigned,POINT (-87.436542 41.649594)
WC,WISCONSIN CENTRAL LTD.,2022,1096486,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=WC109648620220306,22,03,,,,,,WC,WISCONSIN CENTRAL LTD.,1096486,22,03,,06,03/06/2022 12:00:00 AM,4:30 AM,12,Other impacts,0,0,0,0,MATTESON,,,GARY,45.50,18,IN,INDIANA,089,LAKE,4,45.0,4,Dark,2,Cloudy,2,Yard,KC42,1,,4,West,6,Cut of cars,No,,000,Estimated,003,0,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,CGEX,001221,001,Yes,,,000,,,,No,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,32397,614,64215,T306,Retarder yard skate defective,T305,"Retarder worn, broken, or malfunctioning",T306,Retarder yard skate defective,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.629587000000001,-87.406394000000006,CREW ADVISED 3 CARS DERAILED.  INVESTIGATION REVEALED GATX67374 PUNCHED OUT OF THE HUMP AND RAN INTOCARS CGEX1221 AND CGEX1082.,Yard,1,No,No,1,WC1096486202203,WC1096486202203,Switching and Terminal,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,,,,,,,Switching and Terminal,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,POINT (-87.406394 41.629587)
WC,WISCONSIN CENTRAL LTD.,2019,1010604,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=WC101060420190827,19,08,,,,,,WC,WISCONSIN CENTRAL LTD.,1010604,19,08,,27,08/27/2019 12:00:00 AM,5:21 AM,01,Derailment,1,0,0,0,MATTESON,,,GARY,45.40,18,IN,INDIANA,089,LAKE,4,71.0,4,Dark,2,Cloudy,2,Yard,TR MATTESON,1,60.90,3,East,7,Yard/switching,Yes,YHXS,004,Estimated,004,847,2,Not Signaled,,Other Than Main Track,,,,,,,1,Remote control portable transmitter,TBOX,642482,014,No,,,000,,,,No,1,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,3,0,0,1744,50197,51941,M411,Passed couplers (automated classification yard),,,M411,Passed couplers (automated classification yard),1,0,0,0,8,51,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.627963000000001,-87.421747999999994,"HUMP JOB TIED ON KC33 ON THE EAST END TO PULL IT OVER THE HILL. AFTER MAKING TWO JOINTS IN THE TRACKTHE EMPLOYEE STRETCHED, HE HAD ALL OF THE CARS ON KC33 MOVING. THE OPERATOR PULLED HIMSELF TO THE TOP OF THE HILL ON THE LOCOMOTIVE AND BROUGHT THE MOVEMENT TO A COMPLETE STOP AND DETRAINED. ONCE CLEAR OF THE TRAIN THE OPERATOR CONTINUED THE MOVEMENT EAST AT THE END OF KC33. TBOX667025 AND TBOX642482 TRAVERSED THROUGH THE CURVE THE LATERAL FORCE CAUSED BY THE DRAWBARS BEING CROSSED BETWEEN TWO CARS DERAILED THE REAR SET OF TRUCKS ON TBOX642482. THE TBOX667022 AND THE TWO WEST CARS DERAILED DUETO LATERAL FORCES PUSHING THE GAUGE OF THE RAIL OUT.",Yard,1,No,No,1,WC1010604201908,WC1010604201908,Switching and Terminal,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,,,,,,,Switching and Terminal,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,POINT (-87.421748 41.627963)
NICD,Northern Indiana Commuter Transportation District,2018,N1800014,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NICDN180001420180615,18,06,,,,,,NICD,Northern Indiana Commuter Transportation District,N1800014,18,06,,15,06/15/2018 12:00:00 AM,5:30 PM,13,Other (describe in narrative),0,0,0,0,SYSTEM,,,NEW CARLISLE,18.52,18,IN,INDIANA,141,ST JOSEPH,4,90.0,2,Day,1,Clear,1,Main,MAIN,1,50,4,West,2,Passenger Train - Pulling,Yes,11,015,Estimated,015,0,1,Signaled,,Signal Indication,D,Automatic Block Signals System,Q,Traffic Control System/CTC,,,0,Not a remotely controlled operation,NICD,000008,001,Yes,,,000,,,,Yes,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,41000,9084,50084,T404,Catenary system defect,,,T404,Catenary system defect,1,,1,,5,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,41.425840999999998,-86.345528999999999,"TRAIN 11 WAS EXPERIENCING ISSUES WITH PULLING POWER.  THE WIRE SEEMED TO BE IN PLACE BUT, BUT THEREWAS SIGNIFICANT PANTOGRAPH DAMAGE ON THE FIRST 3 CARS.  IT WAS DETERMINED THAT THE ROOT CAUSE OF THIS INCIDENT WAS BROKEN CATENARY WIRE.",Main,1,No,No,1,NICDN1800014201806,NICDN1800014201806,Passenger (Formerly Commuter),,SMT-4 - CPKC/CP/CN/CCD,NICD,Northern Indiana Commuter Transportation District,Not Assigned,,,,,,,Passenger (Formerly Commuter),,SMT-4 - CPKC/CP/CN/CCD,NICD,Northern Indiana Commuter Transportation District,Not Assigned,POINT (-86.345529 41.425841)
NS,Norfolk Southern Railway Company,2015,118247,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS11824720151118,15,11,,,,,,XGCC,GIBSON COUNTY COAL,INDUSTRY,15,11,,18,11/18/2015 12:00:00 AM,12:47 AM,01,Derailment,0,0,0,0,ILLINOIS,,,PRINCETON,160.60,18,IN,INDIANA,051,GIBSON,4,65.0,4,Dark,3,Rain,4,Industry,OUTER LOOP,1,0000,4,West,1,Freight Train,Yes,71RD,003,Recorded,003,15000,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,0,Not a remotely controlled operation,HBWX,096222,008,No,,,000,,,,No,2,0,0,0,0,2,0,0,0,0,101,0,3,0,0,0,0,2,0,0,14000,0,14000,M101,"Snow, ice, mud, gravel, coal, sand, etc. on track",,,M101,"Snow, ice, mud, gravel, coal, sand, etc. on track",1,0,1,0,10,47,10,47,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,38.362810000000003,-87.591403,71R DERAILED 2 CARS AT GIBSON COUNTY COAL,Industry,1,1,1,1,XGCCINDUSTRY201511,NS118247201511,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,,,XGCC,GIBSON COUNTY COAL,Not Assigned,POINT (-87.591403 38.36281)
IHB,Indiana Harbor Belt Railroad Company,2011,1592,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=IHB159220110927,11,09,,,,,,IHB,Indiana Harbor Belt Railroad Company,1592,11,09,,27,09/27/2011 12:00:00 AM,1:30 AM,12,Other impacts,0,0,0,0,SYSTEM,,,HAMMOND,,18,IN,INDIANA,089,LAKE,4,60.0,4,Dark,2,Cloudy,2,Yard,GR16/LEAD,X,,4,West,5,Single Car,No,,004,Estimated,004,0,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,TTGX,991555,001,Yes,,,000,,,,No,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5300,0,10600,H021,Failure to apply hand brakes on car(s) (railroad employee),,,H021,Failure to apply hand brakes on car(s) (railroad employee),,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,41.607205,-87.484052000000005,ON 9/27/11 AT APPROXIMATELY 0130AM CREW KG53/334 WAS SWITCHING CARS OUT AT THE EAST END OF THE RELAYYARD WHEN THEY KICKED 3 CARS INTO TRACK GR14 AND THEN KICKED 1 CAR FOR TRACK GR16 WHEN THE CARS INGR14 ROLLED BACK AND CORNORED THE CAR (TTGX 991555) THAT WAS DESTINED FOR TRACK GR16.  THEY FAILED TO PROPERLY SECURE A HANDBRAKE ON RAILROAD CAR/S.            LONGITUDE 41.607205 AND LONGITUDE -087.484052,Yard,X,3,3,3,IHB1592201109,IHB1592201109,Shortline,Class 3,SMT-8 - Short Line West,IHB,Indiana Harbor Belt Railroad Company,Not Assigned,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,IHB,Indiana Harbor Belt Railroad Company,Not Assigned,POINT (-87.484052 41.607205)
NS,Norfolk Southern Railway Company,2012,099040,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS09904020120316,12,03,,,,,,NS,Norfolk Southern Railway Company,099040,12,03,,16,03/16/2012 12:00:00 AM,3:15 AM,05,Raking collision,0,0,0,0,DEARBORN,,,ELKHART,CD422.,18,IN,INDIANA,039,ELKHART,4,58.0,4,Dark,1,Clear,2,Yard,CLASS TRACK 07,1,0000,4,West,7,Yard/switching,Yes,BE47,005,Estimated,005,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,0,Not a remotely controlled operation,CR,608034,016,No,,,000,,,,No,1,0,0,0,0,0,0,0,0,0,12,0,34,0,1,1,0,2,0,0,18500,1000,439500,M407,Automatic hump retarder failed to sufficiently slow car due to foreign material on wheels of car bei,,,M407,Automatic hump retarder failed to sufficiently slow car due to foreign material on wheels of car bei,1,0,1,0,4,12,4,12,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,41.677526,-85.978166999999999,BE42 HUMPING RT10 WITH 74 X 33 TO CLASS TRACK #7 WITH CONTAMINATED WHEELS RESULTING IN RUN OUT AT THE WEST END RUNNING INTO THE SIDE OF BE47.,Yard,1,1,1,1,NS099040201203,NS099040201203,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-85.978167 41.677526)
